SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
332,MP,Madhya Pradesh,MP_Dhar,Dhar,161,24,132,5,0,0,0,0,0,,
333,MP,Madhya Pradesh,MP_Dindori,Dindori,30,1,29,0,0,0,0,0,0,,
335,MP,Madhya Pradesh,MP_Guna,Guna,12,2,9,1,0,0,0,0,0,,
336,MP,Madhya Pradesh,MP_Gwalior,Gwalior,312,51,259,2,0,0,0,0,0,,
337,MP,Madhya Pradesh,MP_Harda,Harda,26,8,17,1,0,0,0,0,0,,
338,MP,Madhya Pradesh,MP_Hoshangabad,Hoshangabad,41,4,34,3,0,0,0,0,0,,
339,MP,Madhya Pradesh,MP_Indore,Indore,4507,952,3344,211,0,0,0,0,0,,
340,MP,Madhya Pradesh,MP_Jabalpur,Jabalpur,378,67,297,14,0,0,0,0,0,,
341,MP,Madhya Pradesh,MP_Jhabua,Jhabua,15,0,14,1,0,0,0,0,0,,
342,MP,Madhya Pradesh,MP_Katni,Katni,15,6,7,2,0,0,0,0,0,,
334,MP,Madhya Pradesh,MP_Khandwa,Khandwa,293,13,263,17,0,0,0,0,0,,
368,MP,Madhya Pradesh,MP_Khargone,Khargone,269,37,218,14,0,0,0,0,0,,
343,MP,Madhya Pradesh,MP_Mandla,Mandla,6,1,4,1,0,0,0,0,0,,
344,MP,Madhya Pradesh,MP_Mandsaur,Mandsaur,105,7,89,9,0,0,0,0,0,,
345,MP,Madhya Pradesh,MP_Morena,Morena,224,76,147,1,0,0,0,0,0,,
346,MP,Madhya Pradesh,MP_Narsinghpur,Narsinghpur,30,11,19,0,0,0,0,0,0,,
347,MP,Madhya Pradesh,MP_Neemuch,Neemuch,435,32,396,7,0,0,0,0,0,,
348,MP,Madhya Pradesh,MP_Niwari,Niwari,8,8,0,0,0,0,0,0,0,,
0,MP,Madhya Pradesh,MP_Other Region,Other Region,0,0,0,0,0,0,0,0,0,,
349,MP,Madhya Pradesh,MP_Panna,Panna,29,7,22,0,0,0,0,0,0,,
350,MP,Madhya Pradesh,MP_Raisen,Raisen,108,23,80,5,0,0,0,0,0,,
351,MP,Madhya Pradesh,MP_Rajgarh,Rajgarh,82,40,37,5,0,0,0,0,0,,
352,MP,Madhya Pradesh,MP_Ratlam,Ratlam,143,19,118,6,0,0,0,0,0,,
353,MP,Madhya Pradesh,MP_Rewa,Rewa,46,7,38,1,0,0,0,0,0,,
354,MP,Madhya Pradesh,MP_Sagar,Sagar,308,65,223,20,0,0,0,0,0,,
355,MP,Madhya Pradesh,MP_Satna,Satna,29,7,20,2,0,0,0,0,0,,
356,MP,Madhya Pradesh,MP_Sehore,Sehore,13,2,9,2,0,0,0,0,0,,
357,MP,Madhya Pradesh,MP_Seoni,Seoni,11,9,2,0,0,0,0,0,0,,
358,MP,Madhya Pradesh,MP_Shahdol,Shahdol,18,3,15,0,0,0,0,0,0,,
359,MP,Madhya Pradesh,MP_Shajapur,Shajapur,54,10,41,3,0,0,0,0,0,,
360,MP,Madhya Pradesh,MP_Sheopur,Sheopur,70,13,55,2,0,0,0,0,0,,
361,MP,Madhya Pradesh,MP_Shivpuri,Shivpuri,33,12,21,0,0,0,0,0,0,,
362,MP,Madhya Pradesh,MP_Sidhi,Sidhi,20,2,17,1,0,0,0,0,0,,
363,MP,Madhya Pradesh,MP_Singrauli,Singrauli,16,4,12,0,0,0,0,0,0,,
364,MP,Madhya Pradesh,MP_Tikamgarh,Tikamgarh,30,15,14,1,0,0,0,0,0,,
365,MP,Madhya Pradesh,MP_Ujjain,Ujjain,850,57,724,69,0,0,0,0,0,,
366,MP,Madhya Pradesh,MP_Umaria,Umaria,10,0,9,1,0,0,0,0,0,,
367,MP,Madhya Pradesh,MP_Vidisha,Vidisha,43,3,40,0,0,0,0,0,0,,
432,MZ,Mizoram,MZ_Aizawl,Aizawl,37,18,19,0,0,2,-4,6,0,,
433,MZ,Mizoram,MZ_Champhai,Champhai,8,4,4,0,0,0,0,0,0,,
729,MZ,Mizoram,MZ_Hnahthial,Hnahthial,0,0,0,0,0,0,0,0,0,,
730,MZ,Mizoram,MZ_Khawzawl,Khawzawl,3,2,1,0,0,0,0,0,0,,
434,MZ,Mizoram,MZ_Kolasib,Kolasib,11,1,10,0,0,0,0,0,0,,
435,MZ,Mizoram,MZ_Lawngtlai,Lawngtlai,8,0,8,0,0,0,-8,8,0,,
436,MZ,Mizoram,MZ_Lunglei,Lunglei,47,47,0,0,0,0,0,0,0,,
437,MZ,Mizoram,MZ_Mamit,Mamit,18,17,1,0,0,0,0,0,0,,
438,MZ,Mizoram,MZ_Saiha,Saiha,9,9,0,0,0,0,0,0,0,,
728,MZ,Mizoram,MZ_Saitual,Saitual,3,0,3,0,0,0,-2,2,0,,
439,MZ,Mizoram,MZ_Serchhip,Serchhip,3,2,1,0,0,0,-1,1,0,,
0,NL,Nagaland,NL_Others,Others,22,22,0,0,0,0,0,0,0,,
440,NL,Nagaland,NL_Dimapur,Dimapur,60,43,17,0,0,0,0,0,0,,
441,NL,Nagaland,NL_Kiphire,Kiphire,4,4,0,0,0,0,0,0,0,,
442,NL,Nagaland,NL_Kohima,Kohima,29,25,4,0,0,0,0,0,0,,
443,NL,Nagaland,NL_Longleng,Longleng,1,1,0,0,0,0,0,0,0,,
444,NL,Nagaland,NL_Mokokchung,Mokokchung,0,0,0,0,0,0,0,0,0,,
445,NL,Nagaland,NL_Mon,Mon,48,48,0,0,0,0,0,0,0,,
446,NL,Nagaland,NL_Peren,Peren,161,155,6,0,0,0,-2,2,0,,
447,NL,Nagaland,NL_Phek,Phek,2,2,0,0,0,0,0,0,0,,
448,NL,Nagaland,NL_Tuensang,Tuensang,13,13,0,0,0,0,0,0,0,,
449,NL,Nagaland,NL_Wokha,Wokha,10,10,0,0,0,0,0,0,0,,
450,NL,Nagaland,NL_Zunheboto,Zunheboto,5,5,0,0,0,0,0,0,0,,
0,OR,Odisha,OR_Others,Others,21,21,0,0,0,7,7,0,0,Includes NDRF-ODRF returnees after West Bengal Amphan duty,
451,OR,Odisha,OR_Angul,Angul,59,12,47,0,0,1,1,0,0,,
452,OR,Odisha,OR_Balangir,Balangir,165,21,144,0,0,0,-1,1,0,,
453,OR,Odisha,OR_Balasore,Balasore,332,107,224,1,0,7,5,2,0,,
454,OR,Odisha,OR_Bargarh,Bargarh,68,19,48,1,0,0,-1,1,0,,
456,OR,Odisha,OR_Bhadrak,Bhadrak,225,41,184,0,0,25,25,0,0,,
455,OR,Odisha,OR_Boudh,Boudh,41,3,38,0,0,1,1,0,0,,
457,OR,Odisha,OR_Cuttack,Cuttack,501,90,407,4,0,5,3,2,0,,
458,OR,Odisha,OR_Deogarh,Deogarh,42,2,40,0,0,0,0,0,0,,
459,OR,Odisha,OR_Dhenkanal,Dhenkanal,73,20,53,0,0,0,0,0,0,,
460,OR,Odisha,OR_Gajapati,Gajapati,411,290,121,0,0,27,27,0,0,,
461,OR,Odisha,OR_Ganjam,Ganjam,1137,318,811,8,0,49,6,43,0,,
462,OR,Odisha,OR_Jagatsinghpur,Jagatsinghpur,268,106,162,0,0,29,22,7,0,,
463,OR,Odisha,OR_Jajpur,Jajpur,402,61,341,0,0,1,1,0,0,,
464,OR,Odisha,OR_Jharsuguda,Jharsuguda,80,59,21,0,0,4,3,1,0,,
465,OR,Odisha,OR_Kalahandi,Kalahandi,70,13,57,0,0,0,0,0,0,,
466,OR,Odisha,OR_Kandhamal,Kandhamal,177,20,157,0,0,1,-11,12,0,,
467,OR,Odisha,OR_Kendrapara,Kendrapara,229,34,195,0,0,6,1,5,0,,
468,OR,Odisha,OR_Kendujhar,Kendujhar,107,30,77,0,0,2,1,1,0,,
469,OR,Odisha,OR_Khordha,Khordha,752,247,499,6,0,17,-4,21,0,,
470,OR,Odisha,OR_Koraput,Koraput,27,10,17,0,0,1,1,0,0,,
471,OR,Odisha,OR_Malkangiri,Malkangiri,53,5,48,0,0,0,0,0,0,,
472,OR,Odisha,OR_Mayurbhanj,Mayurbhanj,181,60,120,1,0,9,9,0,0,,
473,OR,Odisha,OR_Nabarangapur,Nabarangapur,16,7,8,1,0,1,-5,6,0,,
474,OR,Odisha,OR_Nayagarh,Nayagarh,135,24,111,0,0,0,0,0,0,,
475,OR,Odisha,OR_Nuapada,Nuapada,81,4,77,0,0,2,2,0,0,,
476,OR,Odisha,OR_Puri,Puri,242,38,202,2,0,10,-18,28,0,,
477,OR,Odisha,OR_Rayagada,Rayagada,22,10,12,0,0,0,0,0,0,,
478,OR,Odisha,OR_Sambalpur,Sambalpur,47,23,24,0,0,2,2,0,0,,
479,OR,Odisha,OR_Subarnapur,Subarnapur,35,0,35,0,0,0,0,0,0,,
480,OR,Odisha,OR_Sundargarh,Sundargarh,181,39,142,0,0,11,10,1,0,,
485,PB,Punjab,PB_Amritsar,Amritsar,852,269,547,36,0,14,14,0,0,,
486,PB,Punjab,PB_Barnala,Barnala,46,17,27,2,0,0,0,0,0,,
487,PB,Punjab,PB_Bathinda,Bathinda,85,20,64,1,0,0,-1,0,1,,
488,PB,Punjab,PB_Faridkot,Faridkot,101,14,87,0,0,0,0,0,0,,
489,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,107,24,82,1,0,6,3,2,1,,
490,PB,Punjab,PB_Fazilka,Fazilka,90,35,55,0,0,13,12,1,0,,
491,PB,Punjab,PB_Ferozepur,Ferozepur,88,35,50,3,0,2,1,1,0,,
492,PB,Punjab,PB_Gurdaspur,Gurdaspur,207,34,170,3,0,9,9,0,0,,
493,PB,Punjab,PB_Hoshiarpur,Hoshiarpur,166,11,150,5,0,0,-2,2,0,,
494,PB,Punjab,PB_Jalandhar,Jalandhar,668,335,315,18,0,0,0,0,0,,
495,PB,Punjab,PB_Kapurthala,Kapurthala,83,34,44,5,0,0,0,0,0,,
496,PB,Punjab,PB_Ludhiana,Ludhiana,730,265,446,19,0,67,67,0,0,,
497,PB,Punjab,PB_Mansa,Mansa,44,8,36,0,0,0,-1,1,0,,
498,PB,Punjab,PB_Moga,Moga,92,15,75,2,0,0,0,0,0,,
499,PB,Punjab,PB_Pathankot,Pathankot,205,51,149,5,0,10,8,2,0,,
500,PB,Punjab,PB_Patiala,Patiala,274,131,138,5,0,31,31,0,0,,
501,PB,Punjab,PB_Rupnagar,Rupnagar,101,22,78,1,0,6,6,0,0,,
502,PB,Punjab,PB_S.A.S. Nagar,S.A.S. Nagar,234,61,170,3,0,6,6,0,0,,
503,PB,Punjab,PB_Sangrur,Sangrur,346,180,157,9,0,24,24,0,0,,
504,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,126,6,119,1,0,0,0,0,0,,
505,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,125,46,79,0,0,0,0,0,0,,
506,PB,Punjab,PB_Tarn Taran,Tarn Taran,187,21,163,3,0,0,0,0,0,,
481,PY,Puducherry,PY_Karaikal,Karaikal,21,18,3,0,0,0,0,0,0,,
482,PY,Puducherry,PY_Mahe,Mahe,10,1,9,0,0,0,0,0,0,,
483,PY,Puducherry,PY_Puducherry,Puducherry,470,286,175,9,0,0,0,0,0,,
484,PY,Puducherry,PY_Yanam,Yanam,1,1,0,0,0,0,0,0,0,,
507,RJ,Rajasthan,RJ_Ajmer,Ajmer,480,55,410,15,0,1,1,0,0,,
508,RJ,Rajasthan,RJ_Alwar,Alwar,400,91,304,5,0,0,0,0,0,,
509,RJ,Rajasthan,RJ_Banswara,Banswara,93,1,90,2,0,0,0,0,0,,
510,RJ,Rajasthan,RJ_Baran,Baran,64,2,58,4,0,0,0,0,0,,
511,RJ,Rajasthan,RJ_Barmer,Barmer,240,99,139,2,0,0,0,0,0,,
512,RJ,Rajasthan,RJ_Bharatpur,Bharatpur,1454,300,1123,31,0,17,-23,40,0,,
513,RJ,Rajasthan,RJ_Bhilwara,Bhilwara,243,35,203,5,0,0,0,0,0,,
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,229,91,125,13,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,50,0,50,0,0,0,0,0,0,,
515,RJ,Rajasthan,RJ_Bundi,Bundi,14,4,10,0,0,1,1,0,0,,
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,208,6,196,6,0,0,0,0,0,,
517,RJ,Rajasthan,RJ_Churu,Churu,289,99,188,2,0,0,0,0,0,,
518,RJ,Rajasthan,RJ_Dausa,Dausa,127,19,105,3,0,4,-4,8,0,,
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,555,396,155,4,0,0,0,0,0,,
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,425,33,392,0,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,0,,
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,50,27,20,3,0,0,0,0,0,,
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,58,18,40,0,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,0,,
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,3161,590,2419,152,0,15,15,0,0,,
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,102,22,80,0,0,0,0,0,0,,
525,RJ,Rajasthan,RJ_Jalore,Jalore,262,70,190,2,0,0,0,0,0,,
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,375,20,355,0,0,0,-2,2,0,,
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,330,26,303,1,0,7,7,0,0,,
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,2580,364,2178,38,0,0,-3,2,1,,
529,RJ,Rajasthan,RJ_Karauli,Karauli,89,42,43,4,0,13,13,0,0,,
530,RJ,Rajasthan,RJ_Kota,Kota,608,58,528,22,0,23,21,2,0,,
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,609,55,542,12,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Other State,Other State,97,33,41,23,0,0,-41,41,0,,
532,RJ,Rajasthan,RJ_Pali,Pali,1029,175,846,8,0,5,5,0,0,,
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,15,1,13,1,0,0,0,0,0,,
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,227,51,175,1,0,0,0,0,0,,
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,91,26,59,6,0,0,0,0,0,,
536,RJ,Rajasthan,RJ_Sikar,Sikar,493,90,397,6,0,0,0,0,0,,
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,400,111,284,5,0,5,5,0,0,,
538,RJ,Rajasthan,RJ_Tonk,Tonk,200,3,196,1,0,0,0,0,0,,
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,677,59,615,3,0,0,0,0,0,,
540,SK,Sikkim,SK_East Sikkim,East Sikkim,26,25,1,0,0,0,0,0,0,,
541,SK,Sikkim,SK_North Sikkim,North Sikkim,0,0,0,0,0,0,0,0,0,,
542,SK,Sikkim,SK_South Sikkim,South Sikkim,36,18,18,0,0,0,0,0,0,,
543,SK,Sikkim,SK_West Sikkim,West Sikkim,21,11,10,0,0,0,0,0,0,,
0,TG,Telangana,TG_Foreign Evacuees,Foreign Evacuees,33,33,0,0,0,0,0,0,0,,
0,TG,Telangana,TG_Other State,Other State,250,250,0,0,0,0,0,0,0,,
576,TG,Telangana,TG_Adilabad,Adilabad,36,21,15,0,0,0,0,0,0,,
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,12,8,4,0,0,0,0,0,0,,
578,TG,Telangana,TG_Hyderabad,Hyderabad,8333,8005,305,23,0,0,0,0,0,,
579,TG,Telangana,TG_Jagtial,Jagtial,18,16,2,0,0,0,0,0,0,,
580,TG,Telangana,TG_Jangaon,Jangaon,76,75,1,0,0,0,0,0,0,,
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,6,6,0,0,0,0,0,0,0,,
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,47,21,25,1,0,0,0,0,0,,
583,TG,Telangana,TG_Kamareddy,Kamareddy,34,26,8,0,0,0,0,0,0,,
584,TG,Telangana,TG_Karimnagar,Karimnagar,79,63,16,0,0,0,0,0,0,,
585,TG,Telangana,TG_Khammam,Khammam,30,27,3,0,0,0,0,0,0,,
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,22,20,2,0,0,0,0,0,0,,
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,12,11,1,0,0,0,0,0,0,,
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,58,50,8,0,0,0,0,0,0,,
589,TG,Telangana,TG_Mancherial,Mancherial,25,24,0,1,0,0,0,0,0,,
590,TG,Telangana,TG_Medak,Medak,46,42,4,0,0,0,0,0,0,,
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,415,405,9,1,0,0,0,0,0,,
592,TG,Telangana,TG_Mulugu,Mulugu,14,12,2,0,0,0,0,0,0,,
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,13,11,2,0,0,0,0,0,0,,
594,TG,Telangana,TG_Nalgonda,Nalgonda,37,25,12,0,0,0,0,0,0,,
595,TG,Telangana,TG_Narayanpet,Narayanpet,3,2,0,1,0,0,0,0,0,,
596,TG,Telangana,TG_Nirmal,Nirmal,26,13,13,0,0,0,0,0,0,,
597,TG,Telangana,TG_Nizamabad,Nizamabad,78,48,30,0,0,0,0,0,0,,
598,TG,Telangana,TG_Peddapalli,Peddapalli,6,5,1,0,0,0,0,0,0,,
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,15,13,2,0,0,0,0,0,0,,
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,813,794,17,2,0,0,0,0,0,,
601,TG,Telangana,TG_Sangareddy,Sangareddy,94,88,6,0,0,0,0,0,0,,
602,TG,Telangana,TG_Siddipet,Siddipet,12,11,1,0,0,0,0,0,0,,
603,TG,Telangana,TG_Suryapet,Suryapet,89,65,24,0,0,0,0,0,0,,
604,TG,Telangana,TG_Vikarabad,Vikarabad,45,29,15,1,0,0,0,0,0,,
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,5,5,0,0,0,0,0,0,0,,
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,35,35,0,0,0,0,0,0,0,,
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,76,53,23,0,0,0,0,0,0,,
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,15,15,0,0,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,402,193,209,0,0,0,-8,8,0,,
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,608,397,210,1,0,63,53,10,0,,
0,TN,Tamil Nadu,TN_Other State,Other State,0,-3,0,3,0,0,0,0,0,,
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,454,63,391,0,0,4,4,0,0,,
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,4651,2120,2463,68,0,244,133,108,3,,
545,TN,Tamil Nadu,TN_Chennai,Chennai,49690,20140,28823,727,0,2040,1167,837,36,,
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,393,216,176,1,0,46,45,1,0,,
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,929,389,535,5,0,17,12,5,0,,
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,53,34,19,0,0,6,6,0,0,,
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,344,109,231,4,0,-33,-20,-13,0,,
550,TN,Tamil Nadu,TN_Erode,Erode,100,24,74,2,0,4,2,2,0,,
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,527,201,325,1,0,57,57,0,0,,
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,1580,829,733,18,0,92,37,54,1,,
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,275,153,121,1,0,20,17,3,0,,
553,TN,Tamil Nadu,TN_Karur,Karur,135,37,98,0,0,2,-6,8,0,,
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,87,53,32,2,0,14,14,0,0,,
555,TN,Tamil Nadu,TN_Madurai,Madurai,1477,944,520,13,0,198,124,72,2,,
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,209,127,82,0,0,-25,-34,9,0,,
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,97,10,86,1,0,7,7,0,0,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,56,35,21,0,0,6,6,0,0,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,165,18,147,0,0,-2,-3,1,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,112,70,40,2,0,10,8,2,0,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,546,380,162,4,0,72,66,6,0,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,620,300,318,2,0,53,37,16,0,,
561,TN,Tamil Nadu,TN_Salem,Salem,599,368,229,2,0,105,97,8,0,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,130,58,71,1,0,-5,-15,10,0,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,294,183,111,0,0,8,7,1,0,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,382,225,156,1,0,25,22,3,0,,
565,TN,Tamil Nadu,TN_Theni,Theni,477,332,143,2,0,40,31,9,0,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,3277,1299,1923,55,0,192,139,49,4,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,295,164,131,0,0,18,8,10,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,789,272,513,4,0,33,15,18,0,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,493,255,234,4,0,32,22,10,0,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,710,215,490,5,0,21,-28,49,0,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,100,56,44,0,0,-1,-1,0,0,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,141,24,117,0,0,13,12,1,0,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,1498,916,573,9,0,70,62,9,-1,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,901,684,214,3,0,151,105,46,0,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,712,266,434,12,0,17,16,1,0,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,314,152,158,4,0,31,25,5,1,,
609,TR,Tripura,TR_Dhalai,Dhalai,210,9,201,0,0,0,0,0,0,,
610,TR,Tripura,TR_Gomati,Gomati,122,32,90,0,0,0,0,0,0,,
611,TR,Tripura,TR_Khowai,Khowai,58,30,28,0,0,0,0,0,0,,
612,TR,Tripura,TR_North Tripura,North Tripura,23,10,13,0,0,0,0,0,0,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,549,73,476,0,0,0,0,0,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,116,42,74,0,0,0,0,0,0,,
615,TR,Tripura,TR_Unokoti,Unokoti,68,19,49,0,0,0,0,0,0,,
616,TR,Tripura,TR_West Tripura,West Tripura,149,60,88,1,0,0,0,0,0,,
617,UP,Uttar Pradesh,UP_Agra,Agra,1164,112,967,85,0,0,0,0,0,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,426,180,224,22,0,0,0,0,0,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,116,20,92,4,0,0,0,0,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,277,26,250,1,0,0,0,0,0,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,124,44,78,2,0,0,0,0,0,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,96,39,55,2,0,0,0,0,0,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,247,76,167,4,0,0,0,0,0,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,196,28,161,7,0,0,0,0,0,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,231,82,146,3,0,0,0,0,0,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,123,14,108,1,0,0,0,0,0,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,101,35,66,0,0,0,0,0,0,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,61,9,51,1,0,0,0,0,0,,
628,UP,Uttar Pradesh,UP_Banda,Banda,41,8,33,0,0,0,0,0,0,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,302,68,233,1,0,0,0,0,0,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,206,80,121,5,0,0,0,0,0,,
631,UP,Uttar Pradesh,UP_Basti,Basti,335,82,240,13,0,0,0,0,0,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,123,40,82,1,0,0,0,0,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,248,40,203,5,0,0,0,0,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,122,63,57,2,0,0,0,0,0,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,525,207,298,20,0,0,0,0,0,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,104,62,41,1,0,0,0,0,0,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,89,15,72,2,0,0,0,0,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,197,54,139,4,0,0,0,0,0,,
639,UP,Uttar Pradesh,UP_Etah,Etah,126,75,44,7,0,0,0,0,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,242,124,108,10,0,0,0,0,0,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,131,65,61,5,0,0,0,0,0,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,118,20,98,0,0,0,0,0,0,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,498,122,355,21,0,0,0,0,0,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,1811,763,1028,20,0,0,0,0,0,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,1175,575,551,49,0,0,0,0,0,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,319,77,240,2,0,0,0,0,0,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,150,31,115,4,0,0,0,0,0,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,279,85,183,11,0,0,0,0,0,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,69,9,59,1,0,0,0,0,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,550,283,256,11,0,0,0,0,0,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,197,53,141,3,0,0,0,0,0,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,151,49,99,3,0,0,0,0,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,160,66,88,6,0,0,0,0,0,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,502,107,386,9,0,0,0,0,0,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,126,52,60,14,0,0,0,0,0,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,219,71,147,1,0,0,0,0,0,,
